Remesas,Consumo,V.Consumo,Inversion,V.Inversion,Tasa.Cambio,INPC,Rezago.Rem,TIIE28
2858.0037,117.2070451,1.530239434,110.6575082,4.908444487,19.0095,99.909099,3140.6653,8.1
2883.364,119.141853,4.865466013,109.9152488,-1.926618984,18.8575,100.492,2858.0037,8.11
2718.0975,113.5867241,5.169232079,110.0441135,-0.675009815,19.0154,100.917,2883.364,8.11
3017.3339,119.7136102,4.190654004,113.2544385,3.386057698,19.1859,101.44,2718.0975,8.12
2964.7711,119.957656,5.325249082,104.7619566,-4.499816131,20.2612,102.303,3017.3339,8.25
2991.1708,117.340703,2.382656037,105.0337522,-8.266356972,20.1112,103.02,2964.7711,8.41
2484.7923,121.6989975,5.315406875,110.236782,1.646657988,19.1651,103.108,2991.1708,8.59
2467.0416,110.4964544,1.328256699,103.8347189,-0.872299813,19.2049,103.079,2484.7923,8.56
2992.9243,113.275516,5.177593132,103.0011749,-1.89679151,19.2477,103.476,2467.0416,8.52
2970.2291,113.3092712,3.99014749,98.77065165,-6.31663847,18.9864,103.531,2992.9243,8.5
3317.6509,117.8138907,3.249943068,104.8903864,-7.390113226,19.1197,103.233,2970.2291,8.51
3218.3491,116.0798357,3.266672034,101.3438985,-9.176063102,19.2745,103.299,3317.6509,8.51
3293.6964,119.1658098,2.372952349,101.7341274,-8.063963246,19.0534,103.687,3218.3491,8.48
3393.7313,118.6595125,2.91183468,104.4119423,-5.00686356,19.685,103.67,3293.6964,8.37
3101.2411,114.988773,2.467736774,101.8605617,-7.436610247,19.5865,103.942,3393.7313,8.2
3155.0148,121.2786549,0.405609637,103.2625409,-8.822521881,19.3242,104.503,3101.2411,8
2924.9149,120.3143146,3.165937564,100.5821466,-3.989816687,19.3325,105.346,3155.0148,7.87
3119.1723,118.2536534,2.838019533,101.9744969,-2.91264021,19.1071,105.934,2924.9149,7.7
2620.8567,121.5990006,2.096995901,101.1367806,-8.254959233,18.804,106.447,3119.1723,7.53
2732.026,111.0036164,1.020069975,94.79018723,-8.710508173,18.8443,106.889,2620.8567,7.39
4044.8244,110.3557406,4.993402979,91.69086023,-10.98076276,22.3784,106.838,2732.026,7.1
2909.5341,88.10275285,3.261862422,61.30448801,-37.93248603,24.2658,105.755,4044.8244,6.54
3445.4269,88.62332777,1.704892891,63.05143766,-39.88825876,23.423,106.162,2909.5341,6
3536.9883,94.89649563,3.645262617,76.9160571,-24.10390931,22.299,106.743,3445.4269,5.65
3531.8508,101.1210268,2.789339151,80.07581915,-21.28912768,22.4033,107.444,3536.9883,5.23
3574.2162,101.8427866,1.94690229,86.2052465,-17.43736911,22.2072,107.867,3531.8508,4.97
